1,0.974
2,0.896
3,0.894
4,0.891
5,0.888
6,0.884
7,0.880
8,0.874
9,0.866
10,0.855
11,0.841
12,0.822
13,0.798
14,0.771
15,0.744
16,0.718
17,0.694
18,0.670
19,0.646
20,0.621
21,0.599
22,0.577
23,0.558
24,0.540
25,0.522
26,0.505
27,0.488
28,0.471
29,0.455
30,0.439
31,0.424
32,0.410
33,0.397
34,0.384
35,0.372
36,0.360
37,0.347
38,0.335
39,0.323
40,0.311
41,0.299
42,0.288
43,0.277
44,0.266
45,0.256
46,0.247
47,0.238
48,0.230
49,0.223
50,0.216
51,0.209
52,0.203
53,0.197
54,0.192
55,0.187
56,0.182
57,0.178
58,0.174
59,0.170
60,0.166
61,0.162
62,0.159
63,0.156
64,0.152
65,0.149
66,0.146
67,0.144
68,0.141
69,0.138
70,0.136
71,0.134
72,0.131
73,0.129
74,0.127
75,0.125
76,0.123
77,0.121
78,0.119
79,0.117
80,0.115
81,0.113
82,0.111
83,0.110
84,0.108
85,0.107
86,0.105
87,0.103
88,0.102
89,0.100
90,0.099
91,0.098
92,0.096
93,0.095
94,0.094
95,0.092
96,0.091
97,0.090
98,0.089
99,0.088
100,0.086
101,0.085
102,0.084
103,0.083
104,0.082
105,0.081
106,0.080
107,0.079
108,0.078
109,0.077
110,0.076
111,0.075
112,0.074
113,0.073
114,0.072
115,0.072
116,0.071
117,0.070
118,0.069
119,0.068
120,0.067
121,0.067
122,0.066
123,0.065
124,0.064
125,0.064
126,0.063
127,0.062
128,0.062
129,0.061
130,0.060
131,0.060
132,0.059
133,0.058
134,0.058
135,0.057
136,0.057
137,0.056
138,0.055
139,0.055
140,0.054
141,0.054
142,0.053
143,0.053
144,0.052
145,0.052
146,0.051
147,0.051
148,0.050
149,0.050
150,0.049
151,0.049
152,0.048
153,0.048
154,0.047
155,0.047
156,0.047
157,0.046
158,0.046
159,0.045
160,0.045
161,0.045
162,0.044
163,0.044
164,0.043
165,0.043
166,0.043
167,0.042
168,0.042
169,0.042
170,0.041
171,0.041
172,0.041
173,0.041
174,0.040
175,0.040
176,0.040
177,0.039
178,0.039
179,0.039
180,0.039
181,0.038
182,0.038
183,0.038
184,0.038
185,0.037
186,0.037
187,0.037
188,0.037
189,0.036
190,0.036
191,0.036
192,0.036
193,0.035
194,0.035
195,0.035
196,0.035
197,0.035
198,0.034
199,0.034
200,0.034
201,0.034
202,0.034
203,0.033
204,0.033
205,0.033
206,0.033
207,0.033
208,0.032
209,0.032
210,0.032
211,0.032
212,0.032
213,0.032
214,0.031
215,0.031
216,0.031
217,0.031
218,0.031
219,0.031
220,0.030
221,0.030
222,0.030
223,0.030
224,0.030
225,0.030
226,0.030
227,0.029
228,0.029
229,0.029
230,0.029
231,0.029
232,0.029
233,0.029
234,0.029
235,0.028
236,0.028
237,0.028
238,0.028
239,0.028
240,0.028
241,0.028
242,0.028
243,0.028
244,0.027
245,0.027
246,0.027
247,0.027
248,0.027
249,0.027
250,0.027
251,0.027
252,0.026
253,0.026
254,0.026
255,0.026
256,0.026
257,0.026
258,0.026
259,0.026
260,0.026
261,0.025
262,0.025
263,0.025
264,0.025
265,0.025
266,0.025
267,0.025
268,0.025
269,0.025
270,0.024
271,0.024
272,0.024
273,0.024
274,0.024
275,0.024
276,0.024
277,0.024
278,0.024
279,0.024
280,0.024
281,0.023
282,0.023
283,0.023
284,0.023
285,0.023
286,0.023
287,0.023
288,0.023
289,0.023
290,0.023
291,0.023
292,0.023
293,0.023
294,0.022
295,0.022
296,0.022
297,0.022
298,0.022
299,0.022
300,0.022
301,0.022
302,0.022
303,0.022
304,0.022
305,0.022
306,0.022
307,0.022
308,0.022
309,0.022
310,0.022
311,0.021
312,0.021
313,0.021
314,0.021
315,0.021
316,0.021
317,0.021
318,0.021
319,0.021
320,0.021
321,0.021
322,0.021
323,0.021
324,0.021
325,0.021
326,0.021
327,0.021
328,0.021
329,0.021
330,0.021
331,0.021
332,0.020
333,0.020
334,0.020
335,0.020
336,0.020
337,0.020
338,0.020
339,0.020
340,0.020
341,0.020
342,0.020
343,0.020
344,0.020
345,0.020
346,0.020
347,0.020
348,0.020
349,0.020
350,0.020
351,0.020
352,0.019
353,0.019
354,0.019
355,0.019
356,0.019
357,0.019
358,0.019
359,0.019
360,0.019
361,0.019
362,0.019
363,0.019
364,0.019
365,0.019
366,0.019
367,0.019
368,0.019
369,0.019
370,0.019
371,0.019
372,0.019
373,0.019
374,0.019
375,0.019
376,0.019
377,0.018
378,0.018
379,0.018
380,0.018
381,0.018
382,0.018
383,0.018
384,0.018
385,0.018
386,0.018
387,0.018
388,0.018
389,0.018
390,0.018
391,0.018
392,0.018
393,0.018
394,0.018
395,0.018
396,0.018
397,0.018
398,0.018
399,0.018
400,0.018
401,0.018
402,0.018
403,0.018
404,0.018
405,0.018
406,0.018
407,0.018
408,0.017
409,0.017
410,0.017
411,0.017
412,0.017
413,0.017
414,0.017
415,0.017
416,0.017
417,0.017
418,0.017
419,0.017
420,0.017
421,0.017
422,0.017
423,0.017
424,0.017
425,0.017
426,0.017
427,0.017
428,0.017
429,0.017
430,0.017
431,0.017
432,0.017
433,0.017
434,0.017
435,0.017
436,0.017
437,0.017
438,0.017
439,0.016
440,0.016
441,0.016
442,0.016
443,0.016
444,0.016
445,0.016
446,0.016
447,0.016
448,0.016
449,0.016
450,0.016
451,0.016
452,0.016
453,0.016
454,0.016
455,0.016
456,0.016
457,0.016
458,0.016
459,0.016
460,0.016
461,0.016
462,0.016
463,0.016
464,0.016
465,0.016
466,0.016
467,0.016
468,0.016
469,0.016
470,0.016
471,0.016
472,0.016
473,0.016
474,0.016
475,0.016
476,0.016
477,0.016
478,0.016
479,0.016
480,0.016
481,0.015
482,0.015
483,0.015
484,0.015
485,0.015
486,0.015
487,0.015
488,0.015
489,0.015
490,0.015
491,0.015
492,0.015
493,0.015
494,0.015
495,0.015
496,0.015
497,0.015
498,0.015
499,0.015
500,0.015
501,0.015
502,0.015
503,0.015
504,0.015
505,0.015
506,0.015
507,0.015
508,0.015
