epoch,trainingLoss,validationLoss
1356,0.086,0.192
1357,0.086,0.192
1358,0.086,0.192
1359,0.086,0.192
1360,0.086,0.192
1361,0.086,0.192
1362,0.086,0.192
1363,0.086,0.192
1364,0.086,0.192
1365,0.086,0.192
1366,0.086,0.191
1367,0.086,0.191
1368,0.085,0.191
1369,0.085,0.191
1370,0.085,0.191
1371,0.085,0.191
1372,0.085,0.191
1373,0.085,0.191
1374,0.085,0.191
1375,0.085,0.191
1376,0.085,0.191
1377,0.085,0.191
1378,0.085,0.191
1379,0.085,0.191
1380,0.085,0.191
1381,0.085,0.191
1382,0.085,0.191
1383,0.085,0.191
1384,0.085,0.191
1385,0.085,0.191
1386,0.084,0.191
1387,0.084,0.191
1388,0.084,0.191
1389,0.084,0.191
1390,0.084,0.191
1391,0.084,0.191
1392,0.084,0.191
1393,0.084,0.191
1394,0.084,0.191
1395,0.084,0.191
1396,0.084,0.191
1397,0.084,0.191
1398,0.084,0.191
1399,0.084,0.191
1400,0.084,0.191
1401,0.084,0.191
1402,0.084,0.191
1403,0.084,0.191
1404,0.083,0.191
1405,0.083,0.191
1406,0.083,0.191
1407,0.083,0.191
1408,0.083,0.191
1409,0.083,0.191
1410,0.083,0.191
1411,0.083,0.191
1412,0.083,0.191
1413,0.083,0.191
1414,0.083,0.191
1415,0.083,0.191
1416,0.083,0.191
1417,0.083,0.191
1418,0.083,0.191
1419,0.083,0.191
1420,0.083,0.191
1421,0.083,0.191
1422,0.082,0.191
1423,0.082,0.191
1424,0.082,0.191
1425,0.082,0.191
1426,0.082,0.191
1427,0.082,0.191
1428,0.082,0.191
1429,0.082,0.191
1430,0.082,0.191
1431,0.082,0.191
1432,0.082,0.191
1433,0.082,0.191
1434,0.082,0.191
1435,0.082,0.191
1436,0.082,0.191
1437,0.082,0.191
1438,0.082,0.191
1439,0.082,0.191
1440,0.082,0.191
1441,0.081,0.191
1442,0.081,0.191
1443,0.081,0.191
1444,0.081,0.191
1445,0.081,0.191
1446,0.081,0.191
1447,0.081,0.191
1448,0.081,0.191
1449,0.081,0.191
1450,0.081,0.191
1451,0.081,0.191
1452,0.081,0.191
1453,0.081,0.191
1454,0.081,0.191
1455,0.081,0.190
1456,0.081,0.190
1457,0.081,0.190
1458,0.081,0.190
1459,0.081,0.190
1460,0.080,0.190
1461,0.080,0.190
1462,0.080,0.190
1463,0.080,0.190
1464,0.080,0.190
1465,0.080,0.190
1466,0.080,0.190
1467,0.080,0.190
1468,0.080,0.190
1469,0.080,0.190
1470,0.080,0.190
1471,0.080,0.190
1472,0.080,0.190
1473,0.080,0.190
1474,0.080,0.190
1475,0.080,0.190
1476,0.080,0.190
1477,0.080,0.190
1478,0.080,0.190
1479,0.079,0.190
1480,0.079,0.190
1481,0.079,0.190
1482,0.079,0.190
1483,0.079,0.190
1484,0.079,0.190
1485,0.079,0.190
1486,0.079,0.190
1487,0.079,0.190
1488,0.079,0.190
1489,0.079,0.190
1490,0.079,0.190
1491,0.079,0.190
1492,0.079,0.190
1493,0.079,0.190
1494,0.079,0.190
1495,0.079,0.190
1496,0.079,0.190
1497,0.079,0.190
1498,0.079,0.190
1499,0.078,0.190
1500,0.078,0.190
1501,0.078,0.190
1502,0.078,0.190
1503,0.078,0.190
1504,0.078,0.190
1505,0.078,0.190
1506,0.078,0.190
1507,0.078,0.190
1508,0.078,0.190
1509,0.078,0.190
1510,0.078,0.190
1511,0.078,0.190
1512,0.078,0.190
1513,0.078,0.190
1514,0.078,0.190
1515,0.078,0.190
1516,0.078,0.190
1517,0.078,0.190
1518,0.077,0.190
1519,0.077,0.190
1520,0.077,0.190
1521,0.077,0.190
1522,0.077,0.190
1523,0.077,0.190
1524,0.077,0.190
1525,0.077,0.190
1526,0.077,0.190
1527,0.077,0.190
1528,0.077,0.190
1529,0.077,0.190
1530,0.077,0.190
1531,0.077,0.190
1532,0.077,0.190
1533,0.077,0.190
1534,0.077,0.190
1535,0.077,0.190
1536,0.077,0.190
1537,0.077,0.190
1538,0.076,0.190
1539,0.076,0.190
1540,0.076,0.190
1541,0.076,0.190
1542,0.076,0.190
1543,0.076,0.190
1544,0.076,0.190
1545,0.076,0.190
1546,0.076,0.190
1547,0.076,0.190
1548,0.076,0.190
1549,0.076,0.190
1550,0.076,0.190
1551,0.076,0.190
1552,0.076,0.190
1553,0.076,0.190
1554,0.076,0.190
1555,0.076,0.190
1556,0.076,0.190
1557,0.076,0.190
1558,0.076,0.190
1559,0.075,0.190
1560,0.075,0.190
1561,0.075,0.190
1562,0.075,0.190
1563,0.075,0.190
1564,0.075,0.190
1565,0.075,0.190
1566,0.075,0.190
1567,0.075,0.190
1568,0.075,0.190
1569,0.075,0.190
1570,0.075,0.190
1571,0.075,0.190
1572,0.075,0.190
1573,0.075,0.190
1574,0.075,0.190
1575,0.075,0.190
1576,0.075,0.190
1577,0.075,0.190
1578,0.075,0.190
1579,0.075,0.190
1580,0.074,0.190
1581,0.074,0.190
1582,0.074,0.190
1583,0.074,0.190
1584,0.074,0.190
1585,0.074,0.190
1586,0.074,0.190
1587,0.074,0.189
1588,0.074,0.189
1589,0.074,0.189
1590,0.074,0.189
1591,0.074,0.189
1592,0.074,0.189
1593,0.074,0.189
1594,0.074,0.189
1595,0.074,0.189
1596,0.074,0.189
1597,0.074,0.189
1598,0.074,0.189
1599,0.074,0.189
1600,0.074,0.189
1601,0.074,0.189
1602,0.073,0.189
1603,0.073,0.189
1604,0.073,0.189
1605,0.073,0.189
1606,0.073,0.189
1607,0.073,0.189
1608,0.073,0.189
1609,0.073,0.189
1610,0.073,0.189
1611,0.073,0.189
1612,0.073,0.189
1613,0.073,0.189
1614,0.073,0.189
1615,0.073,0.189
1616,0.073,0.189
1617,0.073,0.189
1618,0.073,0.189
1619,0.073,0.189
1620,0.073,0.189
1621,0.073,0.189
1622,0.073,0.189
1623,0.073,0.189
1624,0.072,0.189
1625,0.072,0.189
1626,0.072,0.189
1627,0.072,0.189
1628,0.072,0.189
1629,0.072,0.189
1630,0.072,0.189
1631,0.072,0.189
1632,0.072,0.189
1633,0.072,0.189
1634,0.072,0.189
1635,0.072,0.189
1636,0.072,0.189
1637,0.072,0.189
1638,0.072,0.189
1639,0.072,0.189
1640,0.072,0.189
1641,0.072,0.189
1642,0.072,0.189
1643,0.072,0.189
1644,0.072,0.189
1645,0.072,0.189
1646,0.072,0.189
1647,0.071,0.189
1648,0.071,0.189
1649,0.071,0.189
1650,0.071,0.189
1651,0.071,0.189
1652,0.071,0.189
1653,0.071,0.189
1654,0.071,0.189
1655,0.071,0.189
1656,0.071,0.189
1657,0.071,0.189
1658,0.071,0.189
1659,0.071,0.189
1660,0.071,0.189
1661,0.071,0.189
1662,0.071,0.189
1663,0.071,0.189
1664,0.071,0.189
1665,0.071,0.189
1666,0.071,0.189
1667,0.071,0.189
1668,0.071,0.189
1669,0.071,0.189
1670,0.070,0.189
1671,0.070,0.189
1672,0.070,0.189
1673,0.070,0.189
1674,0.070,0.189
1675,0.070,0.189
1676,0.070,0.189
1677,0.070,0.189
1678,0.070,0.189
1679,0.070,0.189
1680,0.070,0.189
1681,0.070,0.189
1682,0.070,0.189
1683,0.070,0.189
1684,0.070,0.189
1685,0.070,0.189
1686,0.070,0.189
1687,0.070,0.189
1688,0.070,0.189
1689,0.070,0.189
1690,0.070,0.189
1691,0.070,0.189
1692,0.070,0.189
1693,0.070,0.189
1694,0.069,0.189
1695,0.069,0.189
1696,0.069,0.189
1697,0.069,0.189
1698,0.069,0.189
1699,0.069,0.189
1700,0.069,0.189
